Trans. date,Post date,Description,Amount,Category
9/1/24,9/1/24,TST*MISS MOLLYS CAFE & MILWAUKEE WI00037390019859129825AA,11.1,Restaurants
9/2/24,9/2/24,CAFE HOLLANDER W STATE 414-475-6771 WI,47.84,Restaurants
9/2/24,9/2/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",150.13,Education
9/2/24,9/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,108,Services
9/3/24,9/3/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,409.89,Services
9/3/24,9/3/24,SQ *COLECTIVO COFFEE R WAUWATOSA WI0002305843020523725076,32.26,Restaurants
9/3/24,9/3/24,THRIVECAUSEMETICS 8888044318 WAAPPLE PAY ENDING IN 7049,103.77,Merchandise
9/4/24,9/4/24,5-365 FOOD SERVICE TROY MI,1.87,Restaurants
9/4/24,9/4/24,CHICK-FIL-A #03252 2623730609 WIAPPLE PAY ENDING IN 7049,18.8,Restaurants
9/5/24,9/5/24,5-365 FOOD SERVICE TROY MI,2.3,Restaurants
9/5/24,9/5/24,MICROSOFT-G057248370 REDMOND WA,13.24,Merchandise
9/5/24,9/5/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/5/24,9/5/24,SALON MARIE LLC HALES CORNERSWI,34,Services
9/6/24,9/6/24,5-365 FOOD SERVICE TROY MI,5.28,Restaurants
9/6/24,9/6/24,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843020545944639,29.54,Supermarkets
9/6/24,9/6/24,"SQ *LOWETH, LLC WAUWATOSA WI0002305843020545100295",7.35,Restaurants
9/6/24,9/6/24,SQ *RK'D BAR WAUWATOSA WI0002305843020545118549,11,Restaurants
9/8/24,9/8/24,GLOSS* LOVE YOUR FACE 8557702098 WI,329.13,Services
9/8/24,9/8/24,METCALFE'S MARKET WAUWATOSA WI,48.57,Supermarkets
9/8/24,9/8/24,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 704900039277019966967768AA,42.22,Restaurants
9/9/24,9/9/24,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
9/10/24,9/10/24,5-365 FOOD SERVICE TROY MI,2.18,Restaurants
9/10/24,9/10/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,48.04,Services
9/10/24,9/10/24,CREAM CITY MUSIC BROOKFIELD WI,19.93,Merchandise
9/10/24,9/10/24,PAYPAL *SPIRITHALLO 888-221-1161 CA,91.05,Merchandise
9/11/24,9/11/24,INKWELL TATTOO COMPANY WEST ALLIS WI01130P,50,Services
9/11/24,9/11/24,SQ *BLACK TWIG BAKERY WAUWATOSA WI0002305843020577668030,18.08,Merchandise
9/12/24,9/12/24,5-365 FOOD SERVICE TROY MI,1.82,Restaurants
9/12/24,9/12/24,AMERICAN STATISTICAL ASS 703-684-1221 VA,39,Services
9/12/24,9/12/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/12/24,9/12/24,PANERA BREAD #606423 O 855-372-6372 WIAPPLE PAY ENDING IN 70496051715782828886,14.98,Restaurants
9/12/24,9/12/24,PAYPAL *EXPRESSSCRI 888-221-1161 CA,25,Merchandise
9/12/24,9/12/24,THE REAL GOOD LIFE 2624215751 WI,70.55,Restaurants
9/13/24,9/13/24,365 MARKET K 888 432-329 TROY MI,1.4,Restaurants
9/13/24,9/13/24,5-365 FOOD SERVICE TROY MI,4.1,Restaurants
9/13/24,9/13/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843020593277154,17.73,Supermarkets
9/13/24,9/13/24,SQ *MILWAUKEE ELECTRIC GOSQ.COM WI0002305843020585436585,345.55,Home Improvement
9/14/24,9/14/24,88NINE RADIO MILWAUKEE 4148927928 WI,15,Services
9/14/24,9/14/24,CREAM CITY MUSIC BROOKFIELD WI,40.94,Merchandise
9/14/24,9/14/24,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843020601913837,134.18,Supermarkets
9/14/24,9/14/24,TST* GROWLERS WAUWATOSA WI,55,Restaurants
9/14/24,9/14/24,TST*GOOD CITY BREWING WAUWATOSA WI00138383020113733922AA,73.76,Restaurants
9/15/24,9/15/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,31.26,Supermarkets
9/15/24,9/15/24,TST*MISS MOLLYS CAFE & MILWAUKEE WI00037390020134284571AA,61.51,Restaurants
9/16/24,9/16/24,AMTRAK MOBILE APP 800-872-7245 DC,"2,002",Travel/ Entertainment
9/16/24,9/16/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
9/16/24,9/16/24,WENDY'S #0036 MANITOWOC WI,11.01,Restaurants
9/17/24,9/17/24,AGA SERVICE COMPANY 800-628-4908 VA,95.1,Services
9/17/24,9/17/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/18/24,9/19/24,MOD PIZZA TOSA VILLAGE 414-257-2577 WI29709286513950720,35.41,Restaurants
9/19/24,9/19/24,MCKINLEY ELEM PTO 4144433570 WI,8.49,Services
9/19/24,9/19/24,MCKINLEY ELEM PTO 4144433570 WI,16.67,Services
9/19/24,9/19/24,MCKINLEY ELEM PTO 4144433570 WI,25.87,Services
9/19/24,9/19/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/19/24,9/19/24,SPRINGHILL SUITES BY MAR 4123239005 PA,521.94,Travel/ Entertainment
9/20/24,9/20/24,MURFSFROZENCUSTARDONLINE BROOKFIELD WI,42.15,Restaurants
9/20/24,9/20/24,REI #60 BROOKFIELD BROOKFIELD WI02094P,136.32,Merchandise
9/21/24,9/21/24,MCK SWAN SERV U PHARMACY MILWAUKEE WI,33.51,Merchandise
9/21/24,9/21/24,MENARDS WAUKESHA WI WAUKESHA WI,4.56,Home Improvement
9/21/24,9/21/24,NEW CHINA BUFFET. WAUKESHA WI,20.34,Restaurants
9/21/24,9/21/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,7.98,Supermarkets
9/21/24,9/21/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,32.04,Supermarkets
9/22/24,9/22/24,INKWELL TATTOO COMPANY WEST ALLIS WI02222P,100,Services
9/22/24,9/22/24,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
9/22/24,9/22/24,SPECTRUM 855-707-7328 MORC1067862077,71.99,Services
9/22/24,9/22/24,VIP PHOTO - VIPIS.COM 262-375-4457 WI,41.25,Services
9/24/24,9/24/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
9/24/24,9/24/24,PAYMENT - THANK YOU,"-7,500",Payments and Credits
9/24/24,9/24/24,PAYPAL *AEDIRECTCOL 888-221-1161 CA,87.28,Merchandise
9/24/24,9/24/24,SENDIK'S WAUWATOSA WAUWATOSA WI,3.98,Supermarkets
9/24/24,9/24/24,TST*CRANKY ALS WAUWATOSA WI00020123020303859820AA,25.92,Restaurants
9/25/24,9/25/24,5-365 FOOD SERVICE TROY MI,4.78,Restaurants
9/25/24,9/25/24,CHICK-FIL-A #03252 2623730609 WI,30.38,Restaurants
9/25/24,9/25/24,MED*FROEDTERT HEALTH I 800-803-8155 WI297811258,26.74,Medical Services
9/25/24,9/25/24,PAYPAL *HULU 888-221-1161 CA,8.62,Services
9/25/24,9/25/24,SP ROTHYS 4157376849 CA,115.43,Merchandise
9/26/24,9/26/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
9/26/24,9/26/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,24.39,Supermarkets
9/28/24,9/28/24,5-365 FOOD SERVICE TROY MI,5,Restaurants
9/28/24,9/28/24,DD *DOORDASH BELAIRCAN 855-973-1040 CAAPPLE PAY ENDING IN 7049,21.9,Restaurants
9/28/24,9/28/24,LS RUCKUS & GLEE 4143953201 WI,65.63,Merchandise
9/28/24,9/28/24,SQ *CREAM CITY SOAP CO WAUWATOSA WI0002305843020693473489,59.34,Supermarkets
9/28/24,9/28/24,TST* PATTY SHACK MILWAUK MILWAUKEE WI,49.08,Restaurants
9/29/24,9/29/24,CAFE HOLLANDER W STATE 414-475-6771 WI,29.68,Restaurants
9/29/24,9/29/24,PAYPAL *CHEWY INC 888-221-1161 CA,52.62,Merchandise
9/30/24,9/30/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
9/30/24,9/30/24,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,40.57,Restaurants
9/30/24,9/30/24,MOD PIZZA TOSA VILLAGE 414-257-2577 WI29982323497517056,31.04,Restaurants
10/1/24,10/1/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
10/2/24,10/2/24,5-365 FOOD SERVICE TROY MI,4.33,Restaurants
10/2/24,10/2/24,MURF'S FROZEN CUSTARD-BR BROOKFIELD WI,34.86,Restaurants
10/2/24,10/2/24,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 704900037390020457217711AA,24.56,Restaurants
10/2/24,10/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,108,Services
10/3/24,10/3/24,5-365 FOOD SERVICE TROY MI,1.6,Restaurants
10/3/24,10/3/24,SP THE REAL GOOD LIFE 2624215751 WI,85.67,Restaurants
10/4/24,10/4/24,CHIPOTLE ONLINE 949-524-4000 CA,30.27,Restaurants
10/4/24,10/4/24,DINING TROY MI,4,Restaurants
10/4/24,10/4/24,PAYPAL *SALLYBEAUTY 888-221-1161 CA,17.21,Merchandise
10/4/24,10/4/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,25.9,Supermarkets
10/4/24,10/4/24,SQ *COLECTIVO COFFEE R WAUWATOSA WI0002305843020731582452,13.77,Restaurants
10/5/24,10/5/24,CULVERS 2122600895 WI,27.37,Restaurants
10/5/24,10/5/24,MICROSOFT-G060516810 REDMOND WA,13.24,Merchandise
10/5/24,10/5/24,PICK N SAVE #853 BROOKFIELD WI,13.33,Supermarkets
10/5/24,10/5/24,SP NOURISH NATURAL P 4142310955 WI,73.08,Merchandise
10/5/24,10/5/24,SQ *BIG WHITE YETI ST FRANCIS WI0002305843020742085469,32.37,Supermarkets
10/6/24,10/6/24,BUCKATABON TAVERN WAUWATOSA WI,104.63,Restaurants
10/6/24,10/6/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843020758153872,16.53,Supermarkets
10/8/24,10/8/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
10/8/24,10/8/24,PETS BEST INSURANCE SERV 877-738-7237 FL,459.25,Services
10/9/24,10/9/24,5-365 FOOD SERVICE TROY MI,2.29,Restaurants
10/9/24,10/9/24,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
10/9/24,10/9/24,ORDER.NOODLES.COM 2122600895 COAPPLE PAY ENDING IN 7049,35.86,Restaurants
10/9/24,10/9/24,SCHOLASTIC BOOK FAIRS R4 LAKE MARY FL,35,Merchandise
10/10/24,10/10/24,5-365 FOOD SERVICE TROY MI,3,Restaurants
10/10/24,10/10/24,CULVERS 2122600895 WIAPPLE PAY ENDING IN 7049,24.43,Restaurants
10/10/24,10/10/24,KWIK TRIP #1281 BELGIUM WI,8.09,Gasoline
10/10/24,10/10/24,MCK SWAN SERV U PHARMACY MILWAUKEE WI,4.77,Merchandise
10/10/24,10/10/24,TST*MIKES PORT PUB STURGEON BAY WI00051759020617357417AA,58,Restaurants
10/11/24,10/11/24,BEACH PEOPLE FISH CREEK FISH CREEK WI,56.97,Merchandise
10/11/24,10/11/24,CONFECTIONERY FISH CRE FISH CREEK WI01193P,21.08,Merchandise
10/11/24,10/11/24,COYOTE ROADHOUSE BAILEYS HARBOWI,92.99,Restaurants
10/11/24,10/11/24,HANDS ON ART STUDIO FISH CREEK WI,98.28,Merchandise
10/11/24,10/11/24,LS ALPACA TO APPAREL 9205361394 WI,40.07,Merchandise
10/11/24,10/11/24,SQ *TOWN HALL BAKERY STURGEON BAY WI0002305843020781628327,35.58,Restaurants
10/12/24,10/12/24,JACKSONPORT COTTAGE- GAL STURGEON BAY WI,46.31,Merchandise
10/12/24,10/12/24,SQ *BE BEAUTY EGG HARBOR WI0002305843020794563251,26.32,Merchandise
10/12/24,10/12/24,SQ *QUIETSIDE ENTERPRI JACKSONPORT WI0002305843020790259487,26.04,Restaurants
10/12/24,10/12/24,SQ *STEEL BELLY BARBEC EGG HARBOR WI0002305843020799576767,16.1,Restaurants
10/12/24,10/12/24,TST*SALUTE - EGG HARBO EGG HARBOR WI00187339020658123088AA,11.13,Restaurants
10/13/24,10/13/24,CULVERS OF SHEBOYGAN 39 SHEBOYGAN WI,28.01,Restaurants
10/13/24,10/13/24,DANCING BEAR STURGEON BAY WI,35.85,Merchandise
10/13/24,10/13/24,GREENS N GRAINS EGG HARBOR WI,13.41,Supermarkets
10/13/24,10/13/24,RENARDS CHEESE STURGEON BAY WI,65.64,Merchandise
10/13/24,10/13/24,SQ *CLARIO FARMSTEAD P STURGEON BAY WI0002305843020803931391,58,Supermarkets
10/13/24,10/13/24,SQ *KICK COFFEE STURGEON BAY WI0002305843020803555325,51.59,Restaurants
10/13/24,10/13/24,SQSP* INV153558560 6465803456 NY,20,Services
10/14/24,10/14/24,88NINE RADIO MILWAUKEE 4148927928 WI,15,Services
10/14/24,10/14/24,CHIPOTLE ONLINE 949-524-4000 CA,28.46,Restaurants
10/14/24,10/14/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
10/15/24,10/15/24,5-365 FOOD SERVICE TROY MI,4.12,Restaurants
10/15/24,10/15/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
10/15/24,10/15/24,INNLET MOTEL STURGEON BAY WI,489.04,Travel/ Entertainment
10/15/24,10/15/24,ORDER.NOODLES.COM 2122600895 CO,20.33,Restaurants
10/15/24,10/15/24,SHERATON RESTON HOTEL RESTON VA,44.21,Restaurants
10/16/24,10/16/24,5-365 FOOD SERVICE TROY MI,4.05,Restaurants
10/16/24,10/16/24,SCRAWL BOOKS RESTON VA,72.02,Merchandise
10/16/24,10/16/24,SENDIK'S WAUWATOSA WAUWATOSA WI,25.06,Supermarkets
10/16/24,10/16/24,TST*PITANGO GELATO RES RESTON VA00111026020741420866AA,17.02,Supermarkets
10/17/24,10/17/24,5-365 FOOD SERVICE TROY MI,6.13,Restaurants
10/17/24,10/17/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
10/17/24,10/17/24,SHERATON RESTON HOTEL RESTON VA,11.57,Restaurants
10/17/24,10/17/24,SMARTRIP WASHINGTON DC WASHINGTON DCAPPLE PAY ENDING IN 7049,4,Travel/ Entertainment
10/18/24,10/19/24,DCA FOOD HALL ARLINGTON VA,3.55,Supermarkets
10/18/24,10/19/24,TST*YO MAMA - WAUWATOS WAUWATOSA WI00042815020782206381AA,15.69,Restaurants
10/19/24,10/19/24,5-365 FOOD SERVICE TROY MI,4.94,Restaurants
10/19/24,10/19/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,8.19,Supermarkets
10/19/24,10/19/24,SALON MARIE LLC HALES CORNERSWI,34,Services
10/19/24,10/19/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,68.86,Supermarkets
10/19/24,10/19/24,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843020826950494,51.26,Supermarkets
10/19/24,10/19/24,WAUWATIKI WAUWATOSA WI,150.5,Restaurants
10/20/24,10/20/24,RAY'S WINE AND SPIRITS WAUWATOSA WIAPPLE PAY ENDING IN 3896,67.72,Merchandise
10/20/24,10/20/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,13.97,Supermarkets
10/21/24,10/21/24,SQ *MILWAUKEE MICROGRE GOSQ.COM WI0002305843020837722556,15,Supermarkets
10/22/24,10/22/24,5-365 FOOD SERVICE TROY MI,1.6,Restaurants
10/22/24,10/22/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
10/22/24,10/22/24,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
10/22/24,10/22/24,PAYMENT - THANK YOU,"-5,000",Payments and Credits
10/22/24,10/22/24,SPECTRUM 855-707-7328 MORC1130200363,86.99,Services
10/23/24,10/23/24,5-365 FOOD SERVICE TROY MI,0.65,Restaurants
10/23/24,10/23/24,AMAZON MKTPL*Z58I776D3 AMZN.COM/BILLWAX3SDAWRUH6A,51.87,Merchandise
10/23/24,10/23/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843020852432708,28.64,Supermarkets
10/24/24,10/24/24,AAA INSURANCE GW EFT 800-222-6424 MI,653.81,Services
10/24/24,10/24/24,AMERICAN EAGLE OUTFITT PITTSBURGH PA,13.21,Merchandise
10/24/24,10/24/24,CHICK-FIL-A #03242 4144230853 WIAPPLE PAY ENDING IN 7049,10.37,Restaurants
10/24/24,10/24/24,MILTOWN EATS LLC 4144349799 WI,50,Supermarkets
10/24/24,10/24/24,RAISING CANES 0948 BROOKFIELD WI02417P,16.97,Restaurants
10/24/24,10/24/24,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 704900037390020895933284AA,23.44,Restaurants
10/25/24,10/25/24,5-365 FOOD SERVICE TROY MI,5.16,Restaurants
10/25/24,10/25/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,35.52,Supermarkets
10/25/24,10/25/24,PAYPAL *HULU 888-221-1161 CA,10.78,Services
10/26/24,10/26/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843020879804436,9.79,Supermarkets
10/26/24,10/26/24,TST* BB'S ON NORTH WAUWATOSA WIAPPLE PAY ENDING IN 7049,77.49,Restaurants
10/27/24,10/27/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,45.92,Supermarkets
10/27/24,10/27/24,TST*MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 704900039277020940898017AA,47.1,Restaurants
10/28/24,10/28/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
10/28/24,10/28/24,EVERVET WAUWATOSA WI,148.48,Services
10/28/24,10/28/24,LEGO MAYFAIR WAUWATOSA WI,12.7,Merchandise
10/29/24,10/29/24,5-365 FOOD SERVICE TROY MI,4.23,Restaurants
10/30/24,10/30/24,5-365 FOOD SERVICE TROY MI,1.94,Restaurants
10/30/24,10/30/24,AAA ACG NE0069 EFT RCC 800-222-1134 MI,107,Services
10/30/24,10/30/24,RAISING CANES 0948 BROOKFIELD WI03056P,31.27,Restaurants
10/30/24,10/30/24,TOSA DENTAL LLC WAUWATOSA WI,271,Medical Services
10/31/24,10/31/24,5-365 FOOD SERVICE TROY MI,3.64,Restaurants
10/31/24,10/31/24,MILTOWN EATS LLC 4144349799 WI,52.5,Supermarkets
11/1/24,11/1/24,BADGER BURGER COMPANY BR 2623630990 WI,44.34,Restaurants
11/1/24,11/1/24,PAYPAL *CHEWY INC 888-221-1161 CA,19.81,Merchandise
11/1/24,11/1/24,PAYPAL *CHEWY INC 888-221-1161 CA,151.85,Merchandise
11/2/24,11/2/24,#492028TOPPIZTOSA 4142574002 WI,29.34,Restaurants
11/2/24,11/2/24,5-365 FOOD SERVICE TROY MI,6.86,Restaurants
11/2/24,11/2/24,BL - OPEN HEARTH LODGE SISTER BAY WI,166.38,Travel/ Entertainment
11/2/24,11/2/24,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,15.14,Restaurants
11/2/24,11/2/24,GLOSS* LOVE YOUR FACE 8557702098 WI,171.81,Services
11/2/24,11/2/24,SQ *VINTAGE 38 GREENDA GOSQ.COM WIAPPLE PAY ENDING IN 70490001152921514728952651,24.18,Restaurants
11/2/24,11/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,108,Services
11/3/24,11/3/24,LS BENTLEYS PET STUFF 4254028833 WI,53,Merchandise
11/4/24,11/4/24,KETTLE RANGE MEAT COMPAN MILWAUKEE WI,15,Supermarkets
11/5/24,11/5/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,68.96,Services
11/5/24,11/5/24,METCALFE'S MARKET WAUWATOSA WIAPPLE PAY ENDING IN 3896,78.64,Supermarkets
11/5/24,11/5/24,MICROSOFT#G064883130 MSBILL.INFO WA,13.24,Merchandise
11/5/24,11/5/24,PAYPAL *LANDSENDINC 888-221-1161 CA,14.01,Merchandise
11/5/24,11/5/24,PY *FOR PURPOSE FOUNDATI 949-554-8996 CAPY *FOR PURPOSE FOUNDATI,26.06,Services
11/6/24,11/6/24,5-365 FOOD SERVICE TROY MI,4,Restaurants
11/6/24,11/6/24,5-365 FOOD SERVICE TROY MI,6.35,Restaurants
11/6/24,11/6/24,CORNER BAKERY CAFE 1602 414-476-2233 WI,32.03,Restaurants
11/6/24,11/6/24,MED*FROEDTERT HEALTH I 800-803-8155 WI314547399,35.04,Medical Services
11/6/24,11/6/24,QUALITY HEATING SHEET ME BROOKFIELD WI,42.08,Services
11/7/24,11/7/24,MILTOWN EATS LLC 4144349799 WI,25,Supermarkets
11/8/24,11/8/24,5-365 FOOD SERVICE TROY MI,2.55,Restaurants
11/8/24,11/8/24,SQ *MILWAUKEE MICROGRE GOSQ.COM WI0002305843020954845610,15,Supermarkets
11/8/24,11/8/24,WWW.GILLES* GILLES FRO 8889983286 WIAPPLE PAY ENDING IN 7049,37.05,Restaurants
11/9/24,11/9/24,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
11/9/24,11/9/24,MU-ECKSTEIN LAW SCHOOL 414-2883884 WI,60,Education
11/9/24,11/9/24,SENDIK'S GREENFIELD GREENFIELD WIAPPLE PAY ENDING IN 3896,121.04,Supermarkets
11/9/24,11/9/24,TACO STOP * TACO STOP 8887072469 WIAPPLE PAY ENDING IN 7049,35.44,Restaurants
11/9/24,11/9/24,TST*CRANKY ALS WAUWATOSA WI00020123021218533278AA,39,Restaurants
11/10/24,11/10/24,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,29.14,Restaurants
11/11/24,11/11/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
11/11/24,11/11/24,DAVESHOTCHICKEN 2122600895 WIAPPLE PAY ENDING IN 7049,36.14,Restaurants
11/11/24,11/11/24,SP POCO PIZZA 9209482878 WI,137.64,Supermarkets
11/11/24,11/11/24,WAUWATOSAVILLAGE.ORG 4142979285 WI,26.47,Services
11/11/24,11/11/24,ZOOLOGICAL SOCIETY OF MI MILWAUKEE WI,45,Services
11/12/24,11/12/24,5-365 FOOD SERVICE TROY MI,4.31,Restaurants
11/12/24,11/12/24,APPLE.COM/US 800-692-7753 CAAPPLE PAY ENDING IN 7049W1376340029A693074268,21.13,Merchandise
11/12/24,11/12/24,APPLE.COM/US 800-692-7753 CAAPPLE PAY ENDING IN 7049W1376340029A693074267,21.13,Merchandise
11/12/24,11/12/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,409.89,Services
11/12/24,11/12/24,SENDIK'S ELM GROVE ELM GROVE WIAPPLE PAY ENDING IN 3896,15.46,Supermarkets
11/13/24,11/13/24,5-365 FOOD SERVICE TROY MI,1.75,Restaurants
11/13/24,11/13/24,HULU 888-439-4858 CAHULU,4.32,Services
11/13/24,11/13/24,SHELLEY'S HALLMARK MENOMONEE FALWI,4.19,Merchandise
11/13/24,11/13/24,TOPPERS PIZZA WAUWATOSA 4144667777 WI,11.37,Restaurants
11/14/24,11/14/24,5-365 FOOD SERVICE TROY MI,1.81,Restaurants
11/14/24,11/14/24,88NINE RADIO MILWAUKEE 4148927928 WI,15,Services
11/15/24,11/15/24,5-365 FOOD SERVICE TROY MI,4.94,Restaurants
11/15/24,11/15/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,34.06,Supermarkets
11/15/24,11/15/24,LEGACY GYM MKE 262-989-6696 WI,60,Travel/ Entertainment
11/15/24,11/15/24,LEGACY GYM MKE 262-989-6696 WI,95,Travel/ Entertainment
11/15/24,11/15/24,WENDY'S #025 WAUWATOSA WI,26.99,Restaurants
11/16/24,11/16/24,KETTLE RANGE MEAT COMPAN MILWAUKEE WI,59.95,Supermarkets
11/16/24,11/16/24,SENDIK'S ELM GROVE ELM GROVE WIAPPLE PAY ENDING IN 3896,27.32,Supermarkets
11/17/24,11/17/24,MOVIE TAVERN BRKFLD ECOM 800-274-0099 WI,45.05,Travel/ Entertainment
11/17/24,11/17/24,TST*BLUES EGG 414-299-3180 WIAPPLE PAY ENDING IN 704900091966021357020821AA,46.23,Restaurants
11/19/24,11/19/24,5-365 FOOD SERVICE TROY MI,3.64,Restaurants
11/19/24,11/19/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,10.51,Services
11/19/24,11/19/24,CREAM CITY MUSIC BROOKFIELD WI,113.39,Merchandise
11/19/24,11/19/24,MICROSOFT-G067139230 REDMOND WA,13.24,Merchandise
11/20/24,11/20/24,CHICK-FIL-A #03252 2623730609 WIAPPLE PAY ENDING IN 7049,30.38,Restaurants
11/20/24,11/20/24,DISNEYPLUS 888-905-7888 CADISNEYPLUS,169.43,Services
11/20/24,11/20/24,PAYPAL *SHUTTERFLY 888-221-1161 CA,25.47,Services
11/20/24,11/20/24,TST*MISS MOLLYS CAFE & 414-249-5665 WIAPPLE PAY ENDING IN 704900037390021434418111AA,24.06,Restaurants
11/21/24,11/21/24,5-365 FOOD SERVICE TROY MI,3.4,Restaurants
11/21/24,11/21/24,DRS PHILLIP & LYNNE RO BROOKFIELD WI,43,Medical Services
11/21/24,11/21/24,LEGACY GYM MKE 262-989-6696 WI,26.4,Travel/ Entertainment
11/21/24,11/21/24,SALON MARIE LLC HALES CORNERSWI,34,Services
11/21/24,11/21/24,SENDIK'S ELM GROVE ELM GROVE WIAPPLE PAY ENDING IN 3896,102.48,Supermarkets
11/22/24,11/22/24,5-365 FOOD SERVICE TROY MI,2.72,Restaurants
11/22/24,11/22/24,LEGACY GYM MKE 262-989-6696 WI,10,Travel/ Entertainment
11/22/24,11/22/24,MOVIE TAVERN BRKFLD F&B BROOKFIELD WI,51.45,Restaurants
11/22/24,11/22/24,OPENAI *CHATGPT SUBSCR 4158799686 CA,20,Merchandise
11/22/24,11/22/24,SPECTRUM 855-707-7328 MORC810291290,86.99,Services
11/22/24,11/22/24,SQ *MILWAUKEE MICROGRE GOSQ.COM WI0001152921514805173431,15,Supermarkets
11/22/24,11/22/24,TOPPERS PIZZA WAUWATOSA 4144667777 WI,26.9,Restaurants
11/23/24,11/23/24,CAFE HOLLANDER W STATE 414-475-6771 WI,37.76,Restaurants
11/23/24,11/23/24,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,33.42,Restaurants
11/23/24,11/23/24,HOMETOWN TICKETS 9202519696 WI,14,Travel/ Entertainment
11/23/24,11/23/24,PAYPAL *LANDSENDINC 888-221-1161 CA,15.86,Merchandise
11/23/24,11/23/24,SP THRIVECAUSEMETICS 8888044318 WA,145.78,Merchandise
11/23/24,11/23/24,SQ *BACK POCKET CREATI MILWAUKEE WI0002305843021034207449,25.2,Merchandise
11/23/24,11/23/24,SQ *TABAL CHOCOLATE WAUWATOSA WI0002305843021034164330,38.12,Supermarkets
11/25/24,11/25/24,"CRM WEB SOLUTIONS, LLC MOMENTPATH.COTX",114.32,Education
11/25/24,11/25/24,REI.COM 800-426-4840 800-426-4840 WAA318901098,74.75,Merchandise
